7198.1,3.2354,20.717,17.791,23.39,4.4735,10.366,22.777,4.5756,13.501,5.8984,26.64,28.531,32.77,6.3265,14.596,34.299,6.2037,20.538,8.2488,28.096,37.015,38.511,5.5487,15.536,39.329,5.493,23.291,9.2349,29.741,42.349,40.506,6.7503,16.793,42.987,4.7732,24.628,9.2349,31.27,48.389,41.855,8.1926,18.142,45.554,5.0246,27.865,9.4328,28.709,56.958,41.7,9.3014,21.317,48.389,8.7733,31.545,9.5786,27.705,61.25,41.689,7.465,24.777,50.126,8.6674,32.516,6.4709,27.549,60.573,41.363,7.4444,25.794,49.991,10.659,33.665,8.6318,22.858,57.869,40.227,7.0186,26.634,50.175,9.1512,31.236,5.793,18.545,59.581,40.089,7.9446,26.68,50.448,13.971,30.939,5.264,17.928,61.927,41.778,6.7503,30.188,53.412,13.409,32.85,6.0019,22.368,64.222,42.984,5.5487,34.638,55.664,12.989,33.004,7.2133,24.846,65.475,43.454,5.2347,37.735,58.475,12.004,34.514,6.6815,27.143,64.625,42.987,5.493,36.638,56.553,11.426,35.878,7.2133,27.749,60.031,42.49,3.9235,37.408,55.869,13.971,35.964,8.0791,32.487,57.496,40.824,2.8293,41.289,53.158,14.469,36.693,9.5464,31.952,53.271,39.302,4.7732,42.258,53.294,10.774,36.084,9.3014,28.26,52.864,38.431,8.2488,42.13,50.089,15.899,35.499,9.4979,28.853,49.396,36.508,4.7732,40.601,45.662,14.94,33.408,11.056,28.986,46.968,33.779,5.0246,39.054,41.998,13.363,30.779,9.1006,28.736,44.67,33.26,6.2777,37.621,39.271,12.283,28.564,12.989,27.058,49.209,33.385,6.3265,38.638,37.748,13.704,26.553,12.774,29.984,51.731,34.514,3.9235,40.185,38.447,13.001,25.123,12.665,30.397,49.396,34.227,6.7731,37.735,36.309,13.236,22.368,11.385,28.949,46.054,31.798,7.8862,34.299,35.412,10.93,18.611,13.603,22.777,45.357,31.899,8.1926,31.432,32.473,11.317,14.522,16.177,22.111,45.408,31.428,7.2346,28.32,29.664,8.3416,11.978,17.021,21.704,40.46,27.705,5.0246,24.721,25.123,8.4879,10.186,15.387,19.547,34.191,22.587,6.7503,19.325,21.547,5.5764,8.7733,13.546,11.014,23.574,15.457,3.5093,12.906,13.236,4.0395,5.793
7199.1,4.7354,23.838,15.558,26.12,5.6521,7.0976,27.85,5.0188,15.056,8.2392,33.166,26.747,36.939,8.1831,9.6792,41.419,8.0697,23.304,9.4707,34.581,34.581,42.012,8.7632,10.889,47.754,6.3192,26.649,10.53,36.713,41.667,43.9,9.9916,13.045,52.183,5.4866,27.021,10.038,38.406,50.117,44.889,11.426,15.005,55.672,5.6521,29.877,10.309,34.723,55.804,46.291,10.516,17.614,57.062,9.0222,33.369,10.189,35,59.427,46.559,10.038,20.774,59.952,8.6574,34.527,7.3944,34.147,61.006,46.976,11.652,21.322,60.167,10.309,33.259,8.3319,29.975,57.664,46.055,9.4382,22.417,59.736,8.885,32.112,6.7653,28.042,59.533,46.198,9.0901,22.966,60.399,14.421,31.362,6.6968,28.905,60.928,48.384,9.4869,25.519,64.121,13.856,31.513,7.5384,34.899,62.284,50.325,5.7863,28.745,67.099,12.927,31.042,8.4418,36.701,64.513,52.183,9.4056,32.667,69.58,10.354,31.742,10.038,38.986,63.027,52.661,6.6738,32.868,69.135,10.704,32.718,9.821,41.671,59.949,54.36,6.7425,34.206,67.192,10.889,32.279,11.412,43.963,54.349,53.218,6.6968,36.025,64.351,14.13,32.379,13.711,43.714,49.736,51.352,9.9144,39.611,64.121,9.9144,32.473,14.41,40.058,48.333,50.554,9.9916,40.463,60.756,16.082,33.589,14.548,38.642,43.994,47.435,7.7196,39.315,54.179,14.632,31.746,15.871,37.952,41.464,45.111,8.3319,38.606,51.116,14.303,28.288,14.421,37.655,41.36,43.739,10.704,38.129,48.396,14.643,25.549,19.587,34.581,43.725,44.869,9.821,38.986,46.228,15.774,25.131,18.876,36.579,46.055,46.638,10.174,38.498,46.677,14.975,23.547,19.642,37.692,47.354,46.851,14.249,36.972,45.871,16.534,20.144,17.19,33.667,44.587,43.826,12.759,34.63,43.658,14.41,16.225,19.111,27.112,44.425,43.798,11.692,31.703,39.735,15.851,12.759,20.804,26.278,43.333,42.187,12.663,28.412,37.051,11.085,10.646,21.565,23.993,38.816,38.033,9.5354,25.24,30.982,12.155,7.5384,19.111,21.622,34.38,32.478,10.189,20.514,25.301,9.9916,5.6521,16.664,12.268,22.506,21.981,6.2704,11.964,15.329,7.205,3.9966
7200.2,5.2752,22.825,13.946,23.917,5.6707,6.4847,26.229,1.7584,12.233,10.071,29.345,22.798,34.07,5.9889,8.9834,39.928,4.4831,19.964,10.696,31.164,29.597,39.043,7.725,10.253,44.831,2.4868,22.927,11.246,33.326,35.036,41.797,8.792,11.796,49.398,2.8353,24.059,12.309,33.037,43.315,42.928,9.1707,13.529,52.308,3.1455,26.347,11.009,30.624,50.454,43.995,8.9661,16.42,55.12,8.4878,29.841,10.797,28.797,54.539,44.609,7.2287,18.484,58.134,9.2546,29.991,10.024,29.445,56.72,44.775,8.506,21.137,58.046,9.3212,29.048,10.147,23.8,54.337,43.504,7.4603,19.589,57.449,9.2044,27.869,10.253,23.774,55.606,43.262,5.5047,21.174,58.192,13.632,29.805,10.55,22.138,55.408,44.686,6.2169,23.598,59.964,11.9,28.134,10.253,29.893,58.142,46.791,5.0353,27.298,64.101,14.553,30.109,12.496,32.623,60.882,48.047,7.9615,30.885,65.589,10.147,30.355,11.341,35.387,58.471,48.402,8.3408,32.006,64.438,11.69,28.25,12.284,39.741,57.06,48.999,8.506,32.623,66.005,12.346,31.02,12.607,40.892,52.192,47.265,5.5883,35.036,63.168,15.024,30.99,12.969,40.911,48.095,46.022,9.7111,38.348,62.062,12.284,29.659,15.659,39.543,47.265,44.153,6.5085,40.132,59.376,16.135,31.617,14.775,39.114,43.518,40.926,7.0336,39.354,52.755,14.242,29.722,14.806,38.821,38.372,39.213,6.6958,38.944,48.313,15.024,25.603,15.659,39.023,39.303,38.432,7.4603,39.589,45.597,14.425,23.956,17.247,36.314,41.08,38.725,7.8046,40.351,44.108,17.95,22.415,16.948,38.396,44.82,40.546,6.34,41.05,45.342,16.164,20.664,18.484,39.578,44.432,40.911,10.208,41.789,43.847,18.215,18.559,15.659,34.744,42.275,38.04,7.2501,39.165,42.906,13.575,14.628,18.181,28.598,40.592,37.322,5.4765,34.587,38.529,17.372,13.264,18.104,27.803,38.832,36.488,5.9889,30.669,35.627,12.346,10.223,19.66,25.675,35.873,33.938,3.5168,27.703,30.669,13.901,8.9661,17.247,22.967,30.538,28.359,6.4847,22.859,25.293,9.947,5.5606,15.659,13.946,21.196,20.049,3.9319,14.078,15.126,7.4187,4.0098
7206.5,4.9759,25.256,10.258,20.425,3.9338,6.5116,24.44,4.5875,10.628,8.7962,34.938,15.833,30.915,5.0377,10.701,36.839,5.9918,14.507,8.9876,37.773,21.322,35.4,6.2199,10.452,41.288,3.5622,18.018,10.393,37.781,28.519,38.422,6.722,12.201,46.445,2.2938,18.493,11.616,37.311,33.342,38.942,6.4878,12.71,48.451,2.8367,17.183,11.736,37.83,38.111,40.155,7.9653,14.635,51.618,4.0117,20.591,10.701,36.268,42.55,41.976,8.214,15.276,54.337,3.9338,23.293,13.023,31.174,45.659,41.07,6.722,15.497,56.059,5.591,24.642,11.015,27.816,43.61,40.889,4.7205,19.598,54.488,5.7277,20.25,7.8083,27.838,43.11,43.407,4.7857,22.043,54.786,6.722,17.255,11.347,30.277,46.942,43.443,5.4791,21.489,57.369,7.0808,24.879,7.4638,29.569,48.937,45.811,5.129,28.203,59.381,7.7487,21.148,10.701,33.123,48.969,46.598,2.7816,29.014,64.461,8.3633,22.043,11.576,37.969,46.744,45.639,3.9338,27.938,64.634,10.014,27.095,10.075,36.717,44.593,49.24,5.4791,30.9,62.753,8.7962,25.188,10.213,37.834,42.258,48.204,5.2483,37.39,60.27,10.497,23.392,13.908,39.511,40.059,46.375,5.0377,39.655,61.21,9.8423,23.478,14.782,38.176,36.417,47.447,5.0377,41.348,55.91,11.126,22.378,13.952,36.446,35.83,43.329,6.2199,39.061,49.437,9.858,24.861,13.375,34.407,35.683,39.982,6.722,38.583,46.305,11.182,21.924,12.94,33.384,34.008,36.199,5.7277,37.423,42.181,11.696,17.975,16.541,33.867,33.954,39.534,7.0808,39.156,41.809,13.352,16.371,15.706,34.853,36.378,41.126,7.9068,40.611,42.023,13.763,17.255,16.056,32.41,38.111,37.24,7.9068,40.155,41.728,15.134,14.507,17.246,29.569,36.986,37.969,7.037,39.279,38.079,13.74,8.3633,20.227,27.955,34.729,40.059,7.5668,37.686,34.626,13.74,2.9959,20.696,26.622,34.853,36.721,6.7679,32.558,30.86,12.71,5.5073,19.312,23.766,33.794,33.203,7.4222,31.139,26.076,11.984,1.7592,17.706,19.566,29.041,27.311,5.129,25.524,21.474,9.3256,1.669,15.031,12.807,18.568,18.493,3.5185,15.185,12.613,6.722,2.2253
7207.5,4.7767,25.723,10.01,20.605,4.4768,5.4969,22.935,4.7117,10.056,8.4759,35.542,17.033,31.041,2.7764,8.6737,35.75,5.5528,14.448,8.3476,37.71,22.19,35.555,4.2289,9.9331,40.425,6.2082,16.189,10.01,37.759,26.699,39.46,5.4969,10.909,44.671,2.8314,16.925,10.209,36.123,32.043,40.763,4.7767,11.161,47.352,1.7559,18.666,11.106,36.31,39.209,42.292,6.6633,13.245,50.221,0.78528,20.732,11.175,34.432,42.565,42.868,6.2082,15.247,53.353,4.4768,21.144,10.01,30.195,44.457,43.796,3.9264,16.888,53.641,5.0282,21.769,8.3291,28.379,44.318,42.216,4.2289,17.033,52.646,6.7552,20.635,8.4577,27.299,45.39,42.259,3.5119,19.243,53.908,2.7764,19.443,8.6202,29.727,46.421,43.74,2.9903,21.071,55.771,6.3311,21.903,9.4233,29.34,47.902,45.94,4.2289,24.533,59.663,5.7972,21.903,9.995,31.888,49.329,47.844,3.1411,28.1,61.838,8.6914,23.98,10.194,34.775,46.358,47.834,2.8314,29.14,62.193,10.938,24.864,11.243,34.854,42.003,47.679,5.2678,31.772,60.954,9.1578,24.814,12.783,36.2,42.216,47.28,7.2399,35.368,59.867,9.4886,24.108,13.373,39.752,40.721,46.755,5.5805,37.319,59.805,10.782,23.851,14.233,37.402,38.294,45.553,7.0237,40.387,55.976,8.9536,24.108,15.637,35.719,37.141,41.738,6.7094,38.511,48.754,11.161,22.603,15.318,33.409,34.445,40.092,6.778,38.67,44.953,11.243,20.665,16.331,32.282,31.553,38.571,7.2399,38.35,41.105,10.609,17.777,15.706,33.103,35.433,39.205,5.9805,40.413,41.259,12.012,15.784,16.997,33.432,37.861,40.535,7.7341,41.497,41.738,13.613,14.9,16.64,31.14,35.883,39.984,4.9665,41.908,40.364,14.437,11.447,17.847,29.151,36.518,37.154,7.2399,39.11,36.093,13.882,6.6864,18.333,28.585,35.681,37.702,8.4941,37.435,33.437,12.416,2.0021,19.561,26.746,35.053,36.029,4.0425,32.766,30.343,12.662,2.8314,18.732,23.721,31.806,32.648,6.778,29.763,26.169,10.666,2.3558,18.4,18.019,28.1,27.434,5.4688,25.349,21.108,9.1914,2.9903,14.951,13.556,18.458,18.888,3.1411,17.294,13.199,6.2082,2.4833
7207.5,4.7119,26.334,9.0396,21.101,3.9266,5.9808,23.533,4.9668,10.209,7.5529,34.647,15.588,30.723,5.2681,9.2421,35.019,4.7119,15.278,9.4564,37.043,22.828,36.265,5.663,10.477,40.446,5.4691,16.256,10.239,36.809,26.862,38.792,5.5807,10.667,45.065,3.1413,16.668,9.1076,36.654,30.843,41.145,7.3038,11.022,47.409,2.4834,17.107,11.448,35.513,39.598,42.207,6.7555,12.687,50.223,1.756,20.122,10.565,34.767,41.74,43.199,5.7172,13.927,52.484,1.756,22.003,8.4581,30.718,44.006,42.974,6.3314,15.248,53.01,6.7783,22.191,8.6741,29.094,43.257,42.338,5.4972,16.482,52.166,5.2681,21.145,6.7097,25.55,44.177,42.791,5.9808,19.633,53.692,7.1113,19.467,7.3038,28.063,47.253,43.911,5.5807,22.385,56.969,8.7801,22.17,9.5538,30.637,47.94,46.493,2.8315,25.927,59.717,5.1196,22.003,9.5538,31.657,48.515,47.904,5.7172,27.486,62.357,8.348,24.597,12.82,34.5,48.094,48.49,1.1106,29.057,62.226,6.7555,24.659,12.479,35.072,43.784,47.542,2.0022,32.236,60.589,8.6918,23.487,13.373,38.768,41.186,46.659,4.477,35.513,59.42,8.2551,23.852,15.469,39.442,38.512,45.538,5.2681,37.251,58.668,8.954,25.142,13.373,35.648,38.552,45.147,9.1919,38.97,55.291,11.161,24.597,13.927,34.037,37.453,42.523,5.4691,38.998,49.872,13.511,21.685,14.534,33.732,34.5,39.489,7.4708,38.54,44.976,11.962,20.546,13.199,31.221,32.814,39.348,9.7138,38.332,42.218,13.373,17.107,16.142,31.117,36.519,39.014,8.0853,40.032,40.567,12.663,15.911,17.428,33.723,37.333,40.232,6.8687,41.395,40.093,13.246,14.576,16.51,31.657,36.201,39.274,7.2402,40.78,39.207,13.35,10.667,16.953,29.95,34.647,38.09,9.7138,37.765,36.536,14.952,8.1989,16.806,25.999,34.647,36.989,10.011,36.03,32.782,12.964,2.8315,19.562,25.766,35.12,35.816,6.7783,33.892,30.542,11.161,2.4834,19.68,24.357,32.207,32.894,5.2387,31.042,26.573,10.782,1.6659,17.428,18.559,27.164,27.926,7.1113,24.815,20.373,8.9022,2.7765,14.952,13.199,19.428,18.19,2.7765,16.953,13.246,6.6636,3.2379
7208.6,5.9804,30.08,13.013,27.545,4.7561,6.9935,28.197,4.7561,12.363,11.961,41.559,22.143,40.118,3.9869,11.195,42.787,6.4714,18.077,12.126,44.852,26.745,46.053,5.6384,11.398,48.87,3.9095,21.191,13.292,44.013,37.742,49.91,6.6576,13.013,55.787,1.2363,21.126,13.733,40.914,42.576,51.974,5.0066,13.107,57.527,1.6587,23.228,15.04,42.252,50.2,54.186,7.2088,16.852,61.572,3.5402,27.782,15.332,39.569,55.247,55.081,7.2721,19.288,65.086,5.9548,28.343,15.638,35.142,59.663,55,5.0974,20.125,66.275,7.2721,29.136,11.398,32.47,57.977,52.849,4.0251,21.017,63.486,8.8634,28.563,10.284,34.638,59.097,53.539,3.9095,24.409,65.754,5.5564,27.227,12.138,36.28,60.308,53.593,3.9095,25.992,68.007,8.3117,28.734,11.072,33.943,63.339,56.454,7.1875,30.504,71.786,9.9673,27.232,12.363,37.823,63.039,59.324,2.8192,34.704,70.225,12.86,31.32,12.126,44.027,59.43,58.221,6.7488,35.268,73.453,15.957,31.862,13.822,43.026,56.883,60.214,10.432,38.153,76.332,13.281,32.974,15.481,42.862,55.192,57.882,10.165,42.154,72.721,13.292,31.65,17.804,48.279,53.801,57.81,7.6809,47.239,72.282,15.101,31.636,19.563,47.971,48.104,56.473,8.7419,50.446,67.989,12.425,29.635,19.312,44.739,45.195,51.108,10.013,48.767,59.714,12.955,28.343,19.477,41.91,44.565,49.104,8.8634,48.257,55.289,14.607,25.002,19.734,39.036,41.096,47.044,7.7601,47.319,50.297,15.402,21.111,20.776,42.019,42.107,48.92,7.9738,50.748,49.91,15.957,19.256,21.111,40.936,45.421,50.878,9.6716,52.812,50.616,18.279,16.439,22.39,39.095,47.086,49.309,8.4575,52.736,49.652,18.831,13.678,21.907,36.411,44.78,47.773,6.3039,49.655,44.907,16.596,7.2088,22.996,36.001,43.397,47.086,8.654,46.914,42.382,14.938,2.8192,23.254,33.947,41.559,42.726,5.9548,41.363,38.706,14.938,2.4726,23.619,29.214,40.678,39.904,9.2681,39.41,32.919,13.452,3.1276,23.228,23.781,34.372,34.941,5.2451,31.958,27.204,11.072,4.7239,18.379,16.27,23.102,23.228,4.5592,20.643,16.815,6.9935,3.8702
7209.6,5.4657,29.134,13.423,27.3,4.2264,7.2357,28.265,3.9241,13.785,12.667,40.026,22.474,39.787,4.4742,11.154,42.99,7.0634,20.322,12.184,42.818,28.858,45.469,6.1297,11.113,49.739,1.2409,23.61,13.423,42.641,39.167,50.403,7.2993,12.812,55.565,2.4818,25.078,15.775,41.696,48.637,51.837,5.5772,13.874,59.564,3.1393,26.382,16.094,42.016,52.662,53.14,8.0803,16.208,61.777,8.1938,30.648,14.932,37.802,58.281,54.966,7.7296,18.119,64.911,10.005,31.942,15.628,38.644,64.291,53.443,7.2144,21.615,66.495,10.323,32.292,13.365,31.55,61.43,52.395,3.9241,21.443,64.511,11.667,30.477,11.427,34.768,61.121,51.947,3.1393,22.753,64.384,11.98,30.279,12.956,33.009,60.835,52.965,5.5495,24.93,67.863,9.034,32.019,10.005,36.136,66.632,55.664,7.0634,30.177,72.293,15.147,30.928,12.872,41.507,65.972,58.098,5.2354,33.413,71.348,13.706,32.024,11.099,46.411,61.108,57.614,10.903,35.002,70.906,16.778,31.783,12.184,47.253,59.899,58.652,11.441,37.68,75.543,14.808,33.468,14.994,43.978,58.194,57.257,10.53,41.518,72.383,18.901,33.711,17.096,47.288,53.42,56.182,11.016,46.712,71.503,16.161,31.957,21.87,49.366,48.332,55.142,8.25,48.839,66.68,17.23,30.05,19.55,44.828,43.873,50.623,12.259,48.536,59.693,12.171,29.118,18.982,43.771,43.187,48.839,10.051,49.637,55.019,15.349,24.93,21.117,43.799,42.775,46.58,5.4657,48.868,50.893,15.239,20.322,21.954,44.013,40.233,48.646,8.7746,50.504,49.838,19.855,19.636,20.541,41.44,43.414,51.527,10.53,51.047,50.403,18.982,17.417,22.881,43.172,45.293,48.624,12.171,52.557,50.747,19.924,13.191,21.241,38.48,42.936,48.188,7.2357,49.776,46.629,16.18,7.7892,23.869,35.712,40.191,46.275,7.2357,45.51,42.886,16.732,2.8297,21.989,33,37.68,43.701,8.6864,40.42,40.72,15.076,2.4818,23.831,29.245,37.186,40.603,8.6864,36.665,35.05,13.33,2.4818,22.942,25.078,34.016,35.4,5.5772,31.554,28.177,10.051,3.5534,18.481,16.906,21.132,23.545,5.5772,19.613,18.119,7.2993,4.0401
7212.7,4.9795,24.654,10.037,19.988,5.595,5.1328,24.502,2.8388,11.148,10.401,35.43,15.942,28.891,7.3226,7.2588,37.267,5.5673,17.437,12.299,38.623,20.265,32.624,8.8026,7.7543,42.113,2.362,19.683,13.465,38.394,26.729,35.826,10.235,8.5163,46.662,2.2954,21.258,14.793,37.08,34.432,36.668,8.8026,9.0629,48.691,2.9981,23.416,14.051,39.098,37.533,36.904,11.953,11.477,52.131,5.6775,25.928,14.98,35.635,42.49,37.636,11.797,13.591,55.127,7.086,25.826,14.313,34.219,44.874,37.911,11.19,14.855,56.039,7.2588,25.688,10.709,29.512,43.759,37.084,8.4981,14.74,53.934,8.1061,25.176,9.8495,30.867,43.699,37.943,7.9126,17.824,55.416,7.3226,24.854,11.093,30.13,44.988,38.815,8.22,19.675,57.346,6.3477,24.254,8.1061,30.797,46.195,40.96,9.5296,22.38,59.806,9.3324,24.171,8.6964,35.158,47.125,43.428,6.4925,24.477,62.653,8.2763,26.142,7.2375,37.562,43.589,42.94,10.98,25.994,62.324,10.504,25.077,7.5723,39.09,42.49,43.936,10.021,29.259,62.601,7.9711,24.42,9.7228,37.101,39.626,43.443,11.148,30.64,59.593,10.938,24.61,10.81,40.088,36.904,43.759,10.037,34.879,60.129,9.5134,25.543,14.172,40.135,33.016,42.15,8.6964,36.782,56.342,9.959,24.171,12.853,37.792,30.822,39.09,9.5296,36.269,50.368,7.0421,22.248,13.385,35.942,29.19,38.301,9.3324,34.629,46.543,8.925,20.539,13.918,33.699,28.529,37.367,7.49,33.864,42.326,7.9711,17.482,14.475,35.526,28.632,39.023,9.959,37.138,42.326,11.464,16.298,13.929,34.589,33.524,41.021,11.355,38.204,44.374,12.361,15.756,15.687,33.496,34.033,40.346,12.817,37.305,43.332,12.985,13.918,13.75,29.083,33.218,38.975,10.504,35.254,40.427,10.709,9.1818,16.155,28.388,31.221,38.192,10.636,31.846,36.849,11.81,5.5673,16.212,24.879,30.867,36.102,11.273,29.648,33.519,10.037,5.2522,16.932,21.009,30.706,32.922,10.709,27.114,27.886,9.3324,3.5211,16.996,17.971,27.736,28.036,8.3694,22.934,23.31,6.7957,2.9981,13.918,11.705,17.85,19.197,5.595,14.74,14.051,4.724,2.2954
7215.9,5.6493,32.5,12.449,26.042,6.6935,7.2862,30.803,3.9171,13.214,12.656,44.826,20.437,36.966,7.9893,8.8807,46.228,7.4322,21.95,13.682,48.195,25.464,42.795,9.1361,10.756,52.24,2.7698,25.051,14.635,48.426,32.885,46.496,10.884,11.933,57.23,2.4774,26.271,17.253,48.045,42.486,47.139,9.9867,14.188,61.27,1.7518,27.82,16.368,47.721,47.168,47.589,12.387,16.292,64.269,5.7034,29.066,15.069,43.805,53.356,48.588,11.646,18.687,68.319,5.6493,31.278,14.572,42.188,57.976,49.09,11.958,21.167,68.027,5.5672,30.714,13.49,33.823,54.517,48.045,8.7589,22.55,67.604,7.2228,29.271,12.387,33.242,54.257,48.245,8.2352,23.114,68.137,9.0856,28.301,11.686,32.058,56.084,50.991,9.2861,26.648,70.359,7.2228,29.082,9.4661,35.566,58.897,53.07,8.3278,29.919,75.079,10.215,29.934,11.366,38.829,60.3,55.925,5.7034,34.692,77.657,8.2352,30.225,10.756,42.334,57.787,56.702,10.926,36.114,75.408,9.6903,29.934,11.217,43.987,57.195,58.887,8.3829,37.412,70.353,8.7589,32.941,11.958,42.105,51.599,56.081,8.9323,40.473,73.595,14.199,32.273,13.295,44.607,47.411,54.862,10.641,44.517,73.745,10.656,31.711,17.518,42.913,45.201,54.26,8.7589,46.43,69.123,13.399,31.042,16.292,41.874,41.728,51.208,11.093,44.251,61.691,10.215,30.768,15.55,40.329,40.443,49.579,10.215,44.884,56.993,12.262,28.597,17.2,39.112,41.709,48.096,9.9867,43.889,53.554,11.134,25.374,20.012,37.929,41.053,49.003,11.686,44.379,52.084,16.103,23.827,19.632,38.908,46.351,51.229,12.98,47.398,52.366,16.103,22.158,20.564,38.459,48.629,50.007,16.368,48.588,51.324,15.979,19.632,18.112,33.256,47.321,47.005,11.646,45.681,48.648,12.3,13.682,23.273,29.234,44.884,46.099,11.686,40.454,43.899,15.211,11.217,22.434,27.167,42.945,44.747,13.318,37.84,39.997,11.894,10.349,23.266,23.665,41.176,39.657,10.884,34.974,33.986,11.42,7.2228,21.311,22.331,36.418,32.987,8.2352,30.139,27.968,7.2228,5.226,18.622,13.715,25.264,23.2,7.0508,20.073,16.766,6.1187,3.2301
